species,observation_id,observation_url,photo_id,photo_url_original,licence,attribution,observer_login,observer_name,observed_on,place_guess,quality_grade,obscured,latitude,longitude,width,height,downloaded,file,size_obtained
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509175,https://static.inaturalist.org/photos/193509175/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,1153,2048,yes,johnstonii/inat-114599746-193509175-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509204,https://static.inaturalist.org/photos/193509204/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,1153,2048,yes,johnstonii/inat-114599746-193509204-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509231,https://static.inaturalist.org/photos/193509231/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,1153,2048,yes,johnstonii/inat-114599746-193509231-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509259,https://static.inaturalist.org/photos/193509259/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,1153,2048,yes,johnstonii/inat-114599746-193509259-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509281,https://static.inaturalist.org/photos/193509281/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,1153,2048,yes,johnstonii/inat-114599746-193509281-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509304,https://static.inaturalist.org/photos/193509304/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,922,2048,yes,johnstonii/inat-114599746-193509304-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509329,https://static.inaturalist.org/photos/193509329/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,922,2048,yes,johnstonii/inat-114599746-193509329-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509353,https://static.inaturalist.org/photos/193509353/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,1153,2048,yes,johnstonii/inat-114599746-193509353-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509376,https://static.inaturalist.org/photos/193509376/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,1153,2048,yes,johnstonii/inat-114599746-193509376-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509394,https://static.inaturalist.org/photos/193509394/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,923,2048,yes,johnstonii/inat-114599746-193509394-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509424,https://static.inaturalist.org/photos/193509424/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,923,2048,yes,johnstonii/inat-114599746-193509424-curiosity.jpg,original
Cyrtosperma johnstonii,114599746,https://www.inaturalist.org/observations/114599746,193509454,https://static.inaturalist.org/photos/193509454/original.jpeg,all rights reserved,"(c) Kierr Jasper Sancover, all rights reserved",curiosity,Kierr Jasper Sancover,2022-05-02,Butuan City,casual,False,8.9475084903,125.5406232923,923,2048,yes,johnstonii/inat-114599746-193509454-curiosity.jpg,original
Cyrtosperma,118494583,https://www.inaturalist.org/observations/118494583,200212544,https://inaturalist-open-data.s3.amazonaws.com/photos/200212544/original.jpeg,cc-by-nc,"(c) Adeline Hii, some rights reserved (CC BY-NC)",adelinehii,Adeline Hii,2022-05-24,"No. 242-243, 2nd Floor, Jalan Tun Ahmad Zaidi, Sarawak, 97000 Bintulu, Sarawak, Malaysia",needs_id,False,3.1885416,113.0486679,1536,2048,yes,sp/inat-118494583-200212544-adelinehii.jpg,original
Cyrtosperma,118494583,https://www.inaturalist.org/observations/118494583,200212557,https://inaturalist-open-data.s3.amazonaws.com/photos/200212557/original.jpeg,cc-by-nc,"(c) Adeline Hii, some rights reserved (CC BY-NC)",adelinehii,Adeline Hii,2022-05-24,"No. 242-243, 2nd Floor, Jalan Tun Ahmad Zaidi, Sarawak, 97000 Bintulu, Sarawak, Malaysia",needs_id,False,3.1885416,113.0486679,1536,2048,yes,sp/inat-118494583-200212557-adelinehii.jpg,original
Cyrtosperma merkusii,118578901,https://www.inaturalist.org/observations/118578901,200362261,https://inaturalist-open-data.s3.amazonaws.com/photos/200362261/original.jpeg,cc0,no rights reserved,danaleeling,Dana Lee Ling,2022-05-25,"Kosrae, FM",casual,False,5.30153733,163.02998032,921,2048,yes,merkusii/inat-118578901-200362261-danaleeling.jpg,original
Cyrtosperma merkusii,118578901,https://www.inaturalist.org/observations/118578901,200362322,https://inaturalist-open-data.s3.amazonaws.com/photos/200362322/original.jpeg,cc0,no rights reserved,danaleeling,Dana Lee Ling,2022-05-25,"Kosrae, FM",casual,False,5.30153733,163.02998032,921,2048,yes,merkusii/inat-118578901-200362322-danaleeling.jpg,original
Cyrtosperma merkusii,118578901,https://www.inaturalist.org/observations/118578901,200362376,https://inaturalist-open-data.s3.amazonaws.com/photos/200362376/original.jpeg,cc0,no rights reserved,danaleeling,Dana Lee Ling,2022-05-25,"Kosrae, FM",casual,False,5.30153733,163.02998032,2048,921,yes,merkusii/inat-118578901-200362376-danaleeling.jpg,original
Cyrtosperma merkusii,123178665,https://www.inaturalist.org/observations/123178665,208645674,https://static.inaturalist.org/photos/208645674/original.jpg,all rights reserved,"(c) Annette Chew, all rights reserved",annette409,Annette Chew,2022-06-24,"Macritchie Reservoir Park, SG",research,False,1.3417033786,103.8294709835,1536,2048,yes,merkusii/inat-123178665-208645674-annette409.jpg,original
Cyrtosperma merkusii,125416302,https://www.inaturalist.org/observations/125416302,212685609,https://inaturalist-open-data.s3.amazonaws.com/photos/212685609/original.jpg,cc-by-nc,"(c) ruddy2410, some rights reserved (CC BY-NC)",ruddy2410,ruddy2410,2022-07-09,"Macritchie Reservoir Park, SG",research,False,1.3417216667,103.8294916667,1536,2048,yes,merkusii/inat-125416302-212685609-ruddy2410.jpg,original
Cyrtosperma merkusii,125416302,https://www.inaturalist.org/observations/125416302,212685629,https://inaturalist-open-data.s3.amazonaws.com/photos/212685629/original.jpg,cc-by-nc,"(c) ruddy2410, some rights reserved (CC BY-NC)",ruddy2410,ruddy2410,2022-07-09,"Macritchie Reservoir Park, SG",research,False,1.3417216667,103.8294916667,1536,2048,yes,merkusii/inat-125416302-212685629-ruddy2410.jpg,original
Cyrtosperma merkusii,125416302,https://www.inaturalist.org/observations/125416302,212685650,https://inaturalist-open-data.s3.amazonaws.com/photos/212685650/original.jpg,cc-by-nc,"(c) ruddy2410, some rights reserved (CC BY-NC)",ruddy2410,ruddy2410,2022-07-09,"Macritchie Reservoir Park, SG",research,False,1.3417216667,103.8294916667,1536,2048,yes,merkusii/inat-125416302-212685650-ruddy2410.jpg,original
Cyrtosperma merkusii,128399714,https://www.inaturalist.org/observations/128399714,218094505,https://static.inaturalist.org/photos/218094505/original.jpeg,all rights reserved,"(c) SYAMSUL IDRIS BIN SALEH (MAFI-HQ), all rights reserved",syamsul_idris_bin_saleh,SYAMSUL IDRIS BIN SALEH (MAFI-HQ),2022-07-29,"Taman Pertanian Malaysia, 40170 Shah Alam, Selangor, Malaysia",research,False,3.1070051655,101.5185863525,1536,2048,yes,merkusii/inat-128399714-218094505-syamsul-idris-bin-saleh.jpg,original
Cyrtosperma merkusii,128399714,https://www.inaturalist.org/observations/128399714,218094524,https://static.inaturalist.org/photos/218094524/original.jpeg,all rights reserved,"(c) SYAMSUL IDRIS BIN SALEH (MAFI-HQ), all rights reserved",syamsul_idris_bin_saleh,SYAMSUL IDRIS BIN SALEH (MAFI-HQ),2022-07-29,"Taman Pertanian Malaysia, 40170 Shah Alam, Selangor, Malaysia",research,False,3.1070051655,101.5185863525,2048,1536,yes,merkusii/inat-128399714-218094524-syamsul-idris-bin-saleh.jpg,original
Cyrtosperma merkusii,128399714,https://www.inaturalist.org/observations/128399714,218094549,https://static.inaturalist.org/photos/218094549/original.jpeg,all rights reserved,"(c) SYAMSUL IDRIS BIN SALEH (MAFI-HQ), all rights reserved",syamsul_idris_bin_saleh,SYAMSUL IDRIS BIN SALEH (MAFI-HQ),2022-07-29,"Taman Pertanian Malaysia, 40170 Shah Alam, Selangor, Malaysia",research,False,3.1070051655,101.5185863525,2048,1536,yes,merkusii/inat-128399714-218094549-syamsul-idris-bin-saleh.jpg,original
Cyrtosperma merkusii,128399714,https://www.inaturalist.org/observations/128399714,218094574,https://static.inaturalist.org/photos/218094574/original.jpeg,all rights reserved,"(c) SYAMSUL IDRIS BIN SALEH (MAFI-HQ), all rights reserved",syamsul_idris_bin_saleh,SYAMSUL IDRIS BIN SALEH (MAFI-HQ),2022-07-29,"Taman Pertanian Malaysia, 40170 Shah Alam, Selangor, Malaysia",research,False,3.1070051655,101.5185863525,1536,2048,yes,merkusii/inat-128399714-218094574-syamsul-idris-bin-saleh.jpg,original
Cyrtosperma merkusii,128399714,https://www.inaturalist.org/observations/128399714,218094598,https://static.inaturalist.org/photos/218094598/original.jpeg,all rights reserved,"(c) SYAMSUL IDRIS BIN SALEH (MAFI-HQ), all rights reserved",syamsul_idris_bin_saleh,SYAMSUL IDRIS BIN SALEH (MAFI-HQ),2022-07-29,"Taman Pertanian Malaysia, 40170 Shah Alam, Selangor, Malaysia",research,False,3.1070051655,101.5185863525,2048,1536,yes,merkusii/inat-128399714-218094598-syamsul-idris-bin-saleh.jpg,original
Cyrtosperma merkusii,128754903,https://www.inaturalist.org/observations/128754903,218729103,https://inaturalist-open-data.s3.amazonaws.com/photos/218729103/original.jpg,cc-by-nc,"(c) ruddy2410, some rights reserved (CC BY-NC)",ruddy2410,ruddy2410,2022-07-31,"Singapore Island, SG",research,False,1.41342,103.7911383333,1536,2048,yes,merkusii/inat-128754903-218729103-ruddy2410.jpg,original
Cyrtosperma johnstonii,130468368,https://www.inaturalist.org/observations/130468368,221886449,https://inaturalist-open-data.s3.amazonaws.com/photos/221886449/original.jpg,cc-by-nc,"(c) Nate Venarske, some rights reserved (CC BY-NC)",natev,Nate Venarske,2022-08-11,"Hawaii County, US-HI, US",casual,False,19.8084155077,-155.0933734459,1536,2048,yes,johnstonii/inat-130468368-221886449-natev.jpg,original
Cyrtosperma johnstonii,130724747,https://www.inaturalist.org/observations/130724747,222358053,https://static.inaturalist.org/photos/222358053/original.jpeg,all rights reserved,"(c) Kittipan Pae Panthanont, all rights reserved",kittipan,Kittipan Pae Panthanont,2022-08-14,35/1 แขวง บางค้อ เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,casual,False,13.710945,100.467325,1536,2048,yes,johnstonii/inat-130724747-222358053-kittipan.jpg,original
Cyrtosperma johnstonii,130724747,https://www.inaturalist.org/observations/130724747,222358098,https://static.inaturalist.org/photos/222358098/original.jpeg,all rights reserved,"(c) Kittipan Pae Panthanont, all rights reserved",kittipan,Kittipan Pae Panthanont,2022-08-14,35/1 แขวง บางค้อ เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,casual,False,13.710945,100.467325,1536,2048,yes,johnstonii/inat-130724747-222358098-kittipan.jpg,original
Cyrtosperma merkusii,135480957,https://www.inaturalist.org/observations/135480957,231077315,https://inaturalist-open-data.s3.amazonaws.com/photos/231077315/original.jpg,cc-by-nc,"(c) Naufal Urfi Dhiya'ulhaq, some rights reserved (CC BY-NC)",naufalurfi,Naufal Urfi Dhiya'ulhaq,2022-09-17,"Muaro Jambi Regency, Jambi, Indonesia",research,False,-1.6173163,103.5162058499,1536,2048,yes,merkusii/inat-135480957-231077315-naufalurfi.jpg,original
Cyrtosperma merkusii,140883923,https://www.inaturalist.org/observations/140883923,241227359,https://inaturalist-open-data.s3.amazonaws.com/photos/241227359/original.jpg,cc-by-nc,"(c) Naufal Urfi Dhiya'ulhaq, some rights reserved (CC BY-NC)",naufalurfi,Naufal Urfi Dhiya'ulhaq,2022-10-22,"Muaro Jambi Regency, Jambi, Indonesia",research,False,-1.617011853,103.5158805503,1536,2048,yes,merkusii/inat-140883923-241227359-naufalurfi.jpg,original
Cyrtosperma merkusii,140883923,https://www.inaturalist.org/observations/140883923,241227365,https://inaturalist-open-data.s3.amazonaws.com/photos/241227365/original.jpg,cc-by-nc,"(c) Naufal Urfi Dhiya'ulhaq, some rights reserved (CC BY-NC)",naufalurfi,Naufal Urfi Dhiya'ulhaq,2022-10-22,"Muaro Jambi Regency, Jambi, Indonesia",research,False,-1.617011853,103.5158805503,1536,2048,yes,merkusii/inat-140883923-241227365-naufalurfi.jpg,original
Cyrtosperma merkusii,140883923,https://www.inaturalist.org/observations/140883923,241227376,https://inaturalist-open-data.s3.amazonaws.com/photos/241227376/original.jpg,cc-by-nc,"(c) Naufal Urfi Dhiya'ulhaq, some rights reserved (CC BY-NC)",naufalurfi,Naufal Urfi Dhiya'ulhaq,2022-10-22,"Muaro Jambi Regency, Jambi, Indonesia",research,False,-1.617011853,103.5158805503,1536,2048,yes,merkusii/inat-140883923-241227376-naufalurfi.jpg,original
Cyrtosperma merkusii,142513086,https://www.inaturalist.org/observations/142513086,244340778,https://static.inaturalist.org/photos/244340778/original.jpeg,all rights reserved,"(c) Riki Subargia Emtaka, all rights reserved",r_s_e,Riki Subargia Emtaka,2022-11-21,"Empunak Tapang Keladan, Ketungau Hulu, Sintang Regency, West Kalimantan, Indonesia",research,False,0.8391027778,110.9826888889,2048,1152,yes,merkusii/inat-142513086-244340778-r-s-e.jpg,original
Cyrtosperma merkusii,143017406,https://www.inaturalist.org/observations/143017406,245257886,https://inaturalist-open-data.s3.amazonaws.com/photos/245257886/original.jpg,cc-by-nc,"(c) Naufal Urfi Dhiya'ulhaq, some rights reserved (CC BY-NC)",naufalurfi,Naufal Urfi Dhiya'ulhaq,2022-11-26,"Muaro Jambi Regency, Jambi, Indonesia",research,False,-1.61725914,103.51602287,1536,2048,yes,merkusii/inat-143017406-245257886-naufalurfi.jpg,original
Cyrtosperma merkusii,143017406,https://www.inaturalist.org/observations/143017406,245257887,https://inaturalist-open-data.s3.amazonaws.com/photos/245257887/original.jpg,cc-by-nc,"(c) Naufal Urfi Dhiya'ulhaq, some rights reserved (CC BY-NC)",naufalurfi,Naufal Urfi Dhiya'ulhaq,2022-11-26,"Muaro Jambi Regency, Jambi, Indonesia",research,False,-1.61725914,103.51602287,1536,2048,yes,merkusii/inat-143017406-245257887-naufalurfi.jpg,original
Cyrtosperma merkusii,143017406,https://www.inaturalist.org/observations/143017406,245257891,https://inaturalist-open-data.s3.amazonaws.com/photos/245257891/original.jpg,cc-by-nc,"(c) Naufal Urfi Dhiya'ulhaq, some rights reserved (CC BY-NC)",naufalurfi,Naufal Urfi Dhiya'ulhaq,2022-11-26,"Muaro Jambi Regency, Jambi, Indonesia",research,False,-1.61725914,103.51602287,1536,2048,yes,merkusii/inat-143017406-245257891-naufalurfi.jpg,original
Cyrtosperma,147252328,https://www.inaturalist.org/observations/147252328,253349999,https://inaturalist-open-data.s3.amazonaws.com/photos/253349999/original.jpeg,cc-by-sa,"(c) Ong Jyh Seng, some rights reserved (CC BY-SA)",ongzi,Ong Jyh Seng,2023-01-24,"Sarikei, Sarawak, Malaysia",needs_id,False,2.1148833333,111.5228277778,2048,1155,yes,sp/inat-147252328-253349999-ongzi.jpg,original
Cyrtosperma merkusii,149130687,https://www.inaturalist.org/observations/149130687,256930019,https://inaturalist-open-data.s3.amazonaws.com/photos/256930019/original.jpg,cc-by-nc,"(c) mykalacree23, some rights reserved (CC BY-NC)",mykalacree23,,2023-01-29,"United States Botanic Garden, Washington, DC, US",casual,False,38.8880166667,-77.0128333333,1536,2048,yes,merkusii/inat-149130687-256930019-mykalacree23.jpg,original
Cyrtosperma merkusii,150032138,https://www.inaturalist.org/observations/150032138,258705987,https://static.inaturalist.org/photos/258705987/original.jpeg,all rights reserved,"(c) Gorinna Booth, all rights reserved",gorinna,Gorinna Booth,2023-03-02,"Pohnpei, Micronesia",casual,False,6.9440009008,158.1949707493,2048,2048,yes,merkusii/inat-150032138-258705987-gorinna.jpg,original
Cyrtosperma merkusii,150940976,https://www.inaturalist.org/observations/150940976,260356168,https://inaturalist-open-data.s3.amazonaws.com/photos/260356168/original.jpeg,cc-by-nc,"(c) Naufal Urfi Dhiya'ulhaq, some rights reserved (CC BY-NC)",naufalurfi,Naufal Urfi Dhiya'ulhaq,2023-03-12,"Muaro Jambi, Jambi, Indonesia",research,False,-1.68773454,103.65429106,1536,2048,yes,merkusii/inat-150940976-260356168-naufalurfi.jpg,original
